,Model,Fold,Calibration Column,Tradeoff,MACE Genres,MACE Pop,LTC,MRMC Genres,MRMC Pop,AGGDIV,Prec@10,MAP@10,MRR,GAPBB,GAPN,GAPD
0,userknn,3,personalized,0.0,0.7661391540777431,0.38698386064699547,0.10232717316906229,0.34780584355269034,0.2571832453875017,0.10430686406460296,0.004976892996800568,0.003346114129974777,0.01005211066533498,-0.8495690524605715,-0.6742602143431569,-0.7674809391344856
1,userknn,3,personalized,0.1,0.7861553297395821,0.23688134850100645,0.10882956878850103,0.28513172841148443,0.16993852926375314,0.11069986541049798,0.005687877710629221,0.00408156010360063,0.012175613224315679,-0.8495690524605715,-0.7521052211242586,-0.743718552693244
2,userknn,3,personalized,0.2,0.7892152254665592,0.22028425168858795,0.10917180013689254,0.2776641069623485,0.15672871981563552,0.11103633916554509,0.005687877710629221,0.004184130934042061,0.012372403636178968,-0.8499811920428713,-0.7596629887729092,-0.7381828788172977
3,userknn,3,personalized,0.3,0.7933665460620672,0.20291264960303276,0.10951403148528405,0.27709551161240714,0.1482862619218953,0.11137281292059219,0.005687877710629221,0.004468031080188918,0.013096930915985312,-0.8499811920428713,-0.7596629887729092,-0.7330101907524115
4,userknn,3,personalized,0.4,0.7976628827979702,0.18506856855077555,0.10985626283367557,0.2770552442801027,0.14225617231739648,0.1117092866756393,0.006043370067543548,0.0047235623719804306,0.013576845597819655,-0.8499811920428713,-0.7844146778222402,-0.7275665256446471
5,userknn,3,personalized,0.5,0.8029903519180982,0.1690268752221821,0.10985626283367557,0.27725701591508345,0.13766312069215705,0.1117092866756393,0.006043370067543548,0.004838787037507264,0.013935159322645998,-0.8499811920428713,-0.785737287160754,-0.7220437554374088
6,userknn,3,personalized,0.6,0.8088572325983454,0.15411882332029772,0.11054072553045859,0.27664166710414595,0.13397805040877206,0.11238223418573351,0.006043370067543548,0.004987459019631078,0.014187248545584851,-0.8499811920428713,-0.792161389662107,-0.7160716009416704
7,userknn,3,personalized,0.7,0.8143195573336873,0.14069854840620882,0.11088295687885011,0.27641073067222044,0.13133335540060104,0.11271870794078062,0.006043370067543548,0.004977936902928015,0.014215885429891837,-0.8499811920428713,-0.7983965479722438,-0.7104046462623417
8,userknn,3,personalized,0.8,0.8187578511960845,0.1314780009479793,0.11088295687885011,0.2763662301187645,0.1297036549557677,0.11271870794078062,0.006043370067543548,0.005038173107849609,0.014474604867423933,-0.8499811920428713,-0.81124475297495,-0.7048908525202918
9,userknn,3,personalized,0.9,0.8202472700253749,0.12880418296006596,0.11088295687885011,0.27638400805586677,0.12919180802322291,0.11271870794078062,0.006043370067543548,0.005109201045034675,0.014610453732387623,-0.8499811920428713,-0.81124475297495,-0.7013288789276715
10,userknn,3,personalized,1.0,0.8206326393860377,0.12861625785045588,0.11088295687885011,0.2763100270540506,0.12912707887234295,0.11271870794078062,0.006043370067543548,0.005173034494044092,0.01470807306214346,-0.8499811920428713,-0.81124475297495,-0.6988878414254677
11,itemknn,3,personalized,0.0,0.8304486941133256,0.3771523225500644,0.108145106091718,0.34822725116487124,0.24306355522756856,0.11002691790040377,0.006398862424457874,0.006478819991084475,0.017857848199120875,-0.83143491083938,-0.6298583294073343,-0.7369390773596133
12,itemknn,3,personalized,0.1,0.844216829047475,0.24162185093020444,0.10882956878850103,0.28425264744177886,0.16063017269536095,0.11069986541049798,0.011020263064344117,0.007959812435461212,0.022480236317776344,-0.823192119193384,-0.7526720536979074,-0.7158617760678891
13,itemknn,3,personalized,0.2,0.8420075841949864,0.21964558596990055,0.10882956878850103,0.2761449307763156,0.14900525458431424,0.11069986541049798,0.011020263064344117,0.008159494749434313,0.022923050011567633,-0.823192119193384,-0.7560730491398002,-0.7104366249195759
14,itemknn,3,personalized,0.3,0.8447646584883629,0.1991836058774728,0.10951403148528405,0.27593714344179543,0.14141817283017658,0.11137281292059219,0.01066477070742979,0.008137615041276613,0.022610583515311592,-0.823192119193384,-0.7579624910519628,-0.7051444376618681
15,itemknn,3,personalized,0.4,0.8498867847176915,0.18000339495200796,0.10917180013689254,0.27571330893605545,0.1359644981355986,0.11103633916554509,0.01066477070742979,0.008245941462258561,0.022767592639615426,-0.823192119193384,-0.7696770309073714,-0.6998999378754738
16,itemknn,3,personalized,0.5,0.8533399787370063,0.1626359106529205,0.10951403148528405,0.275599128176656,0.13187923223012135,0.11137281292059219,0.01066477070742979,0.008390226217279185,0.023010794553631413,-0.823192119193384,-0.7778016311296708,-0.694177441317791
17,itemknn,3,personalized,0.6,0.8565347952021958,0.14728444128451193,0.10917180013689254,0.27522195104245767,0.12862716726183399,0.11103633916554509,0.01066477070742979,0.008455569098121538,0.023192490647165397,-0.823192119193384,-0.7793131846594009,-0.6880481986812531
18,itemknn,3,personalized,0.7,0.8582716839056893,0.13576638819765358,0.10882956878850103,0.2750766082744701,0.1264542698293054,0.11069986541049798,0.01066477070742979,0.008638816944007137,0.02365745207906604,-0.823192119193384,-0.8048206504735969,-0.6828485812208012
19,itemknn,3,personalized,0.8,0.8592339736304214,0.12864323972034583,0.10985626283367557,0.27503571594127957,0.12522193025483908,0.1117092866756393,0.01066477070742979,0.008654010010213351,0.02368312652706541,-0.823192119193384,-0.8068990365769758,-0.6780119495714108
20,itemknn,3,personalized,0.9,0.8598653173139801,0.12692855196113262,0.11088295687885011,0.2749813428255421,0.12485677347586628,0.11271870794078062,0.01066477070742979,0.008723570836084169,0.023726152387723683,-0.823192119193384,-0.8068990365769758,-0.6748875786567304
21,itemknn,3,personalized,1.0,0.8599281922522761,0.12682802464746987,0.11088295687885011,0.2748234962679444,0.1248093578859602,0.11271870794078062,0.01066477070742979,0.008782382250210193,0.02380120077418338,-0.823192119193384,-0.8068990365769758,-0.6718406297543014
22,slopeOne,3,personalized,0.0,0.8387409689243349,0.38547427420310476,0.0838466803559206,0.35617194540308716,0.26925350757717664,0.08411843876177658,0.0017774617845716318,0.0011380692815104476,0.0033636348247084117,-0.8512176107897707,-0.7052470617026245,-0.8012397416212946
23,slopeOne,3,personalized,0.1,0.863337201714824,0.24672013864201872,0.08829568788501027,0.29079924890810654,0.17689391632529708,0.08950201884253028,0.001066477070742979,0.0012171381172447647,0.003438260005981299,-0.8528661691189698,-0.773644858922913,-0.7788154095222182
24,slopeOne,3,personalized,0.2,0.8691920931105082,0.22597684559781883,0.08863791923340178,0.28306858767851206,0.16176109805259908,0.0901749663526245,0.0014219694276573053,0.0013894390556317322,0.004012972649659459,-0.8528661691189698,-0.7823362917188612,-0.7746351818897381
25,slopeOne,3,personalized,0.3,0.8767868540875959,0.2048546569498748,0.08898015058179329,0.28298295969044557,0.15259756192969434,0.0905114401076716,0.0017774617845716318,0.001496876745721395,0.004371004237694602,-0.8528661691189698,-0.7870598964992679,-0.7701475103245512
26,slopeOne,3,personalized,0.4,0.8845586243885364,0.18458659201327127,0.08966461327857632,0.28330881680385417,0.14571773703535584,0.09152086137281291,0.0017774617845716318,0.0015977688622551753,0.004624645212985062,-0.8528661691189698,-0.7940508315742697,-0.7652845103086691
27,slopeOne,3,personalized,0.5,0.89139955797405,0.1659997156061137,0.08932238193018481,0.283565045989607,0.14068753755749727,0.09118438761776582,0.0017774617845716318,0.0016889413663320524,0.004808880537639867,-0.8528661691189698,-0.7974518270161626,-0.7602633000938395
28,slopeOne,3,personalized,0.6,0.8970759988851151,0.14953749259390864,0.08966461327857632,0.28349252582037177,0.13680580322261482,0.09152086137281291,0.0017774617845716318,0.0018103871481048868,0.005105547373588608,-0.8528661691189698,-0.8014196550317041,-0.7554861375263228
29,slopeOne,3,personalized,0.7,0.9014625110280263,0.13613279416992502,0.08966461327857632,0.2833210719335786,0.13409877686109228,0.09152086137281291,0.0017774617845716318,0.0019328204086469282,0.005314046462286773,-0.8528661691189698,-0.8067100923857595,-0.7502326612747403
30,slopeOne,3,personalized,0.8,0.9041195940057836,0.1282139353003906,0.09000684462696783,0.28340308063525754,0.13265926728102773,0.09185733512786003,0.0017774617845716318,0.0020155993431855497,0.0055297400391605845,-0.8528661691189698,-0.8108668645925174,-0.7451194422917283
31,slopeOne,3,personalized,0.9,0.9049248206305773,0.12675166488920447,0.09069130732375086,0.28323319611550596,0.13231432845712943,0.09253028263795424,0.0017774617845716318,0.0020879251096101435,0.005664037151772663,-0.8528661691189698,-0.8137010274607615,-0.7416887495024898
32,slopeOne,3,personalized,1.0,0.9053538365528394,0.12668862424457836,0.09069130732375086,0.2831821174197418,0.1322536710857182,0.09253028263795424,0.0017774617845716318,0.002197902030820623,0.005964089629215826,-0.8528661691189698,-0.8137010274607615,-0.73908445253967
33,SVDpp,3,personalized,0.0,0.6856976665516316,0.2966865031401821,0.07186858316221766,0.36095608911301696,0.17993162819392547,0.0740242261103634,0.009598293636686812,0.007844319739982737,0.021637775859247605,-0.7382913652396244,-0.5493681039492049,-0.6195319619554116
34,SVDpp,3,personalized,0.1,0.6624769839920095,0.2248382983765847,0.07631759069130732,0.2843995275767397,0.13489172603232452,0.07839838492597577,0.0067543547813722,0.00723862847663061,0.01957874155705654,-0.7382913652396244,-0.6032171984458408,-0.6112483676736278
35,SVDpp,3,personalized,0.2,0.663358551421301,0.18609930678990377,0.07631759069130732,0.28340763550221615,0.12391188781387777,0.07839838492597577,0.006043370067543548,0.007285336222414079,0.01949748616119041,-0.7382913652396244,-0.6695366095627502,-0.6069458357029539
36,SVDpp,3,personalized,0.3,0.6672267712253545,0.15737946439151526,0.07700205338809035,0.28270307428352404,0.11775820759545919,0.07907133243606998,0.006398862424457874,0.007294392813411654,0.01946616897736701,-0.7382913652396244,-0.6869194751546467,-0.6032795107025166
37,SVDpp,3,personalized,0.4,0.6716731897394952,0.13773136035075237,0.07802874743326489,0.2822934129451388,0.11390727943829845,0.0800807537012113,0.006398862424457874,0.007339760409436915,0.019573098821232506,-0.7382913652396244,-0.7256530343539813,-0.6019998033840779
