,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,userknn,3,popularity,0.0,0.04470778939810622,0.23004495622735446,0.33881482923032014,0.5665718564837634,0.3924249126026064,0.3468074891982717,0.11989208918511465,0.08773138229874768,0.20559097796065207,-0.5597757737547568,0.0022191081645099864,-0.47895835446002666
1,userknn,3,popularity,0.1,0.04222546599801417,0.17971749318945243,0.32850053517563493,0.5461676135977245,0.1127995758886933,0.33730196831493037,0.08696342140760137,0.11986728405557477,0.2620808033864484,-0.1772049924452499,-0.13571275748144984,-0.27159784358124384
2,userknn,3,popularity,0.2,0.04130866832324787,0.14480511782908798,0.3157536245986183,0.5420783814002028,0.08388441516694049,0.3247239558329333,0.0877568832817583,0.1317120797643323,0.2803168242885013,-0.1254882150104194,-0.03200816705215792,-0.169524981405214
3,userknn,3,popularity,0.3,0.040795063273923,0.12401417519638151,0.3052447212221465,0.5403652587426688,0.07404656386051577,0.31435429668747,0.08831230659366818,0.13718906685105545,0.28744519760349646,-0.053234363152364184,0.07626799403102535,-0.10507527419108609
4,userknn,3,popularity,0.4,0.04048981376988094,0.11221745748366745,0.2996983555512309,0.539413389353468,0.06994563148142025,0.3088814210273644,0.08831230659366818,0.1401797600470573,0.2909667199419664,-0.053234363152364184,0.13234377984781642,-0.05837477036655192
5,userknn,3,popularity,0.5,0.040319671896455946,0.10600684360866455,0.29522234115014107,0.5388207748382233,0.06826068138068249,0.3044647143542967,0.08855034515591526,0.14191358759378694,0.29332717455783636,-0.053234363152364184,0.14385905538997967,-0.028245079903363557
6,userknn,3,popularity,0.6,0.04019155126507532,0.10255580549604601,0.29171937335798387,0.5385030592423747,0.0674851341526506,0.30100816130580893,0.08862969134333096,0.14304934010421258,0.2948164269278318,-0.053234363152364184,0.1671070446557299,-0.008302092091114543
7,userknn,3,popularity,0.7,0.040100606358603894,0.10076838186675106,0.287243358956894,0.5382904637853163,0.06718703965752482,0.2965914546327412,0.08870903753074665,0.1437142517087814,0.29566133787748,-0.053234363152364184,0.19400584783181007,0.0034215757416666825
8,userknn,3,popularity,0.8,0.040063383028902055,0.09984477373112202,0.28539457039992217,0.538090637663943,0.06707799324687645,0.29476716274603937,0.08870903753074665,0.1441025662824091,0.2960697503365948,-0.053234363152364184,0.20887486125042276,0.010614070743513171
9,userknn,3,popularity,0.9,0.040022923855591495,0.09932118675447613,0.28403230514741656,0.5380067033555607,0.06707202609036438,0.29342294767162747,0.08878838371816235,0.14442193153809907,0.2965774085031438,-0.035652068444202434,0.2152002542730005,0.014441993752929871
10,userknn,3,popularity,1.0,0.039996226057853274,0.09904755084768141,0.283059258538484,0.5378916191102394,0.06710220837146154,0.2924627940470475,0.08878838371816235,0.14465401913629,0.29679516970638437,-0.035652068444202434,0.21646551183898222,0.017338664907994072
